policy_id,customer_id,customer_age,customer_gender,marital_status,num_dependents,country,income_band,product_type,coverage_amount,premium,payment_frequency,policy_start_date,policy_end_date,tenure_months,renewal_count,acquisition_channel,agent_id,discount_applied,discount_rate,has_rider,num_riders,critical_illness_rider,disability_rider,late_payment_count,customer_service_calls,beneficiary_updated,premium_change_pct,churned,churn_reason,snapshot_date,data_version
P002485,C000689,22,F,Single,0,US,Low,Whole,441000,613.83,Monthly,03/03/2018,,77,6,Agent,A1056,FALSE,,TRUE,0,TRUE,FALSE,2,1,FALSE,0,FALSE,,30/06/2024,v1.0
P002486,C001276,39,F,Married,0,US,Low,Term,101000,70.34,Annual,05/10/2019,,57,4,Agent,A1087,TRUE,0.07,FALSE,0,FALSE,FALSE,2,0,FALSE,-0.02,FALSE,,30/06/2024,v1.0
P002487,C001950,65,F,Single,1,ES,Mid,Whole,288000,342.84,Monthly,30/12/2015,,103,8,Agent,A1005,TRUE,0.19,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.09,FALSE,,30/06/2024,v1.0
P002488,C001079,35,M,Divorced,1,IT,Low,Term,68000,48.26,Monthly,22/11/2017,,80,6,Bank,,TRUE,0.11,FALSE,0,FALSE,FALSE,1,0,FALSE,0.06,FALSE,,30/06/2024,v1.0
P002489,C001486,37,F,Single,4,FR,Mid,Whole,171000,252.04,Quarterly,01/08/2019,,59,4,Bank,,FALSE,,FALSE,0,FALSE,FALSE,0,1,TRUE,0.01,FALSE,,30/06/2024,v1.0
P002490,C000456,39,M,Single,0,UK,Mid,Term,86000,50.78,Monthly,05/04/2012,,148,12,Bank,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.16,FALSE,,30/06/2024,v1.0
P002491,C000982,30,M,Single,2,FR,High,Term,135000,96.3,Quarterly,08/11/2018,,68,5,Bank,,FALSE,,TRUE,0,TRUE,FALSE,0,2,FALSE,0.09,FALSE,,30/06/2024,v1.0
P002492,C002130,18,M,Widowed,3,US,,Term,173000,122.7,Monthly,24/10/2019,,57,4,Online,,FALSE,,FALSE,0,FALSE,FALSE,3,1,FALSE,-0.08,FALSE,,30/06/2024,v1.0
P002493,C001122,42,M,Married,2,UK,,Term,243000,177.48,Monthly,15/11/2022,,19,1,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,0,FALSE,,30/06/2024,v1.0
P002494,C000148,46,F,Divorced,2,US,High,Term,112000,108.62,Monthly,04/01/2014,02/05/2020,77,6,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,0,TRUE,-0.04,TRUE,Price,30/06/2024,v1.0
P002495,C001352,44,M,Widowed,0,US,Ultra,Term,68000,52.62,Monthly,17/01/2023,,17,1,Agent,A1099,FALSE,,FALSE,0,FALSE,FALSE,0,0,TRUE,0.06,FALSE,,30/06/2024,v1.0
P002496,C001179,43,F,Married,1,US,,Universal,52000,63.55,Quarterly,16/06/2020,,49,4,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,-0.13,FALSE,,30/06/2024,v1.0
P002497,C000189,45,M,Single,0,UK,,Whole,448000,716.23,Monthly,11/12/2010,,165,13,Online,,TRUE,0.24,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.04,FALSE,,30/06/2024,v1.0
P002498,C000882,57,M,Single,0,US,Mid,Whole,119000,183.23,Monthly,17/10/2015,,105,8,Bank,,FALSE,,FALSE,3,FALSE,FALSE,0,0,FALSE,0.13,FALSE,,30/06/2024,v1.0
P002499,C002310,42,U,Single,0,DE,High,Universal,215000,151.73,Annual,17/04/2016,,99,8,Agent,A1014,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.04,FALSE,,30/06/2024,v1.0
P002500,C000399,38,M,Married,0,IT,Low,Term,49000,37.67,Monthly,21/10/2012,,142,11,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,3,FALSE,0.03,FALSE,,30/06/2024,v1.0
P002501,C002811,41,F,Single,1,US,Mid,Term,450000,333.32,Annual,18/02/2020,,53,4,Agent,A1084,FALSE,,FALSE,0,FALSE,FALSE,1,2,TRUE,-0.11,FALSE,,30/06/2024,v1.0
P002502,C000608,51,M,Single,0,US,High,Universal,1053000,1122.3,Annual,09/08/2019,,59,4,Online,,FALSE,,TRUE,0,FALSE,FALSE,0,0,FALSE,-0.07,FALSE,,30/06/2024,v1.0
P002503,C001795,61,M,Married,2,DE,Mid,Whole,264000,323.99,Quarterly,18/11/2010,,165,13,Agent,A1043,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.22,FALSE,,30/06/2024,v1.0
P002504,C001638,37,F,Married,0,US,Low,Universal,122000,139.34,Monthly,11/03/2021,,40,3,Agent,A1005,FALSE,,TRUE,3,FALSE,FALSE,2,2,FALSE,0.06,FALSE,,30/06/2024,v1.0
P002505,C001575,46,F,Married,3,IT,Mid,Whole,575000,531.95,Annual,07/05/2018,,74,6,Agent,A1022,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P002506,C002832,49,M,Married,0,IT,Mid,Whole,148000,121.21,Monthly,27/08/2020,,46,3,Employer,,FALSE,,TRUE,0,TRUE,TRUE,0,0,FALSE,0.02,FALSE,,30/06/2024,v1.0
P002507,C002148,33,M,Divorced,0,US,High,Universal,155000,150.5,Monthly,05/09/2022,,22,1,Agent,A1097,FALSE,,FALSE,0,FALSE,FALSE,2,0,FALSE,0.01,FALSE,,30/06/2024,v1.0
P002508,C001382,45,M,Married,0,US,Mid,Whole,30000,40.88,Annual,07/01/2024,,5,0,Agent,A1044,FALSE,,FALSE,0,FALSE,FALSE,1,1,FALSE,0.05,FALSE,,30/06/2024,v1.0
P002509,C001403,27,F,Single,5,ES,Low,Whole,199000,214.9,Monthly,15/08/2021,,35,2,Agent,A1018,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.01,FALSE,,30/06/2024,v1.0
P002510,C000819,23,F,Married,1,ES,High,Term,337000,245.98,Quarterly,18/09/2014,,119,9,Agent,A1061,TRUE,0.15,FALSE,0,FALSE,FALSE,1,1,FALSE,0.06,FALSE,,30/06/2024,v1.0
P002511,C000819,49,F,Widowed,3,US,High,Whole,152000,223.35,Monthly,19/02/2019,,65,5,Online,,FALSE,,TRUE,0,FALSE,FALSE,2,2,FALSE,0.05,FALSE,,30/06/2024,v1.0
P002512,C000419,40,M,Single,2,US,Low,Whole,154000,183.75,Monthly,18/07/2010,,169,14,Agent,A1094,FALSE,,TRUE,4,FALSE,FALSE,0,0,FALSE,0.03,FALSE,,30/06/2024,v1.0
P002513,C000123,47,F,Married,3,UK,,Term,111000,80.13,Monthly,20/08/2018,,71,5,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.32,FALSE,,30/06/2024,v1.0
P002514,C000421,44,F,Married,1,US,Low,Term,593000,353.32,Annual,06/06/2021,,37,3,Online,,FALSE,,TRUE,3,FALSE,FALSE,0,1,TRUE,0,FALSE,,30/06/2024,v1.0
P002515,C001508,33,F,Single,1,ES,Low,Whole,246000,323.49,Monthly,01/06/2015,,110,9,Agent,A1078,TRUE,0.07,TRUE,1,TRUE,FALSE,0,1,FALSE,0.09,FALSE,,30/06/2024,v1.0
P002516,C001597,44,F,Divorced,1,FR,High,Term,154000,128.24,Monthly,25/06/2010,,170,14,Agent,A1031,FALSE,,TRUE,2,FALSE,FALSE,0,3,FALSE,0.12,FALSE,,30/06/2024,v1.0
P002517,C000767,30,F,Single,1,UK,High,Term,113000,94.53,Monthly,11/07/2016,,97,8,Bank,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P002518,C002044,61,M,Married,3,US,Mid,Term,308000,201.14,Monthly,11/01/2021,,42,3,Agent,A1045,TRUE,0.09,TRUE,4,FALSE,FALSE,1,0,FALSE,0.08,FALSE,,30/06/2024,v1.0
P002519,C002530,28,F,Married,1,DE,Low,Universal,85000,112.71,Monthly,25/12/2011,,152,12,Agent,A1088,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.05,FALSE,,30/06/2024,v1.0
P002520,C002566,42,F,Married,1,US,Low,Term,362000,275.64,Monthly,15/12/2016,,91,7,Bank,,FALSE,,TRUE,2,TRUE,FALSE,0,2,FALSE,0.14,FALSE,,30/06/2024,v1.0
P002521,C002202,32,M,Single,1,US,High,Term,138000,68.9,Monthly,03/12/2015,,104,8,Online,,FALSE,,FALSE,0,FALSE,FALSE,2,0,FALSE,0.02,FALSE,,30/06/2024,v1.0
P002522,C002139,51,M,Single,1,UK,High,Whole,477000,519.61,Monthly,12/01/2024,,5,0,Agent,A1032,FALSE,,TRUE,0,TRUE,FALSE,1,0,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P002523,C001549,41,F,Single,1,US,Mid,Term,116000,84.71,Monthly,01/11/2016,,93,7,Agent,A1050,FALSE,,FALSE,0,FALSE,FALSE,1,1,FALSE,0.13,FALSE,,30/06/2024,v1.0
P002524,C002502,38,M,Single,1,FR,Low,Term,266000,182.79,Monthly,14/08/2013,,132,11,Online,,FALSE,,TRUE,1,FALSE,FALSE,1,0,FALSE,0.01,FALSE,,30/06/2024,v1.0
P002525,C001764,55,F,Single,1,IT,Low,Universal,219000,163.4,Annual,11/04/2019,,63,5,Agent,A1040,FALSE,,TRUE,4,TRUE,TRUE,2,0,FALSE,0.16,FALSE,,30/06/2024,v1.0
P002526,C002044,45,M,Divorced,0,US,,Whole,201000,260.3,Monthly,08/07/2016,,97,8,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.04,FALSE,,30/06/2024,v1.0
P002527,C002645,51,M,Married,1,US,Low,Term,391000,360.6,Monthly,14/03/2021,,40,3,Agent,A1093,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,-0.02,FALSE,,30/06/2024,v1.0
P002528,C000509,33,M,Married,0,US,Mid,Whole,520000,678.14,Quarterly,01/01/2018,,79,6,Employer,,TRUE,0.06,FALSE,0,FALSE,FALSE,0,1,TRUE,-0.01,FALSE,,30/06/2024,v1.0
P002529,C001206,28,M,Married,2,US,Mid,Whole,134000,152.11,Monthly,02/05/2024,,1,0,Agent,A1085,FALSE,,FALSE,0,FALSE,FALSE,0,0,TRUE,0.03,FALSE,,30/06/2024,v1.0
P002530,C000385,46,M,Married,0,DE,Low,Whole,127000,192.89,Quarterly,16/12/2022,,18,1,Agent,A1059,FALSE,,FALSE,0,FALSE,FALSE,2,1,TRUE,0.07,FALSE,,30/06/2024,v1.0
P002531,C001597,41,F,Widowed,0,UK,Low,Term,127000,110.17,Monthly,26/02/2021,,40,3,Agent,A1031,TRUE,0.09,TRUE,2,FALSE,TRUE,1,1,FALSE,0.01,FALSE,,30/06/2024,v1.0
P002532,C002452,52,F,Single,2,IT,Mid,Term,122000,79.26,Monthly,03/08/2012,,144,12,Agent,A1018,FALSE,,TRUE,1,FALSE,TRUE,1,0,FALSE,0.02,FALSE,,30/06/2024,v1.0
P002533,C002293,44,U,Divorced,0,DE,Mid,Whole,435000,491.27,Monthly,11/02/2020,,53,4,Agent,A1090,FALSE,,FALSE,0,FALSE,FALSE,1,1,FALSE,0.03,FALSE,,30/06/2024,v1.0
P002534,C000741,47,M,Married,1,US,High,Term,193000,146.21,Monthly,25/07/2017,,84,7,Bank,,FALSE,,FALSE,0,FALSE,FALSE,2,0,TRUE,0.03,FALSE,,30/06/2024,v1.0
P002535,C002708,25,F,Divorced,2,US,Mid,Term,80000,66.03,Monthly,10/12/2014,,116,9,Agent,A1004,FALSE,,FALSE,0,FALSE,FALSE,3,2,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P002536,C002697,67,F,Married,0,US,Low,Term,83000,74.38,Monthly,20/07/2015,,108,9,Agent,A1009,FALSE,,FALSE,0,FALSE,FALSE,1,0,TRUE,-0.09,FALSE,,30/06/2024,v1.0
P002537,C001911,43,F,Married,1,US,Mid,Whole,227000,211.7,Quarterly,23/05/2016,,98,8,Agent,A1042,FALSE,,FALSE,0,FALSE,FALSE,0,0,TRUE,0.05,FALSE,,30/06/2024,v1.0
P002538,C001446,53,F,Single,0,US,Low,Term,275000,210.8,Monthly,02/05/2011,,160,13,Online,,TRUE,0.13,FALSE,0,FALSE,FALSE,0,2,FALSE,0.09,FALSE,,30/06/2024,v1.0
P002539,C000900,34,M,Single,3,US,Low,Term,449000,325.37,Quarterly,03/06/2016,,98,8,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,1,TRUE,0.05,FALSE,,30/06/2024,v1.0
P002540,C002112,48,M,Married,1,ES,Mid,Whole,237000,296.09,Quarterly,25/05/2014,,122,10,Agent,A1010,FALSE,,TRUE,0,FALSE,TRUE,0,1,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P002541,C002260,29,M,Widowed,1,US,Ultra,Term,138000,89.2,Quarterly,04/05/2018,,74,6,Agent,A1079,TRUE,0.14,FALSE,0,FALSE,FALSE,0,3,FALSE,-0.08,FALSE,,30/06/2024,v1.0
P002542,C002009,50,M,Married,1,DE,High,Term,128000,103.07,Monthly,08/01/2018,,78,6,Agent,A1094,TRUE,0.13,TRUE,1,FALSE,FALSE,1,1,FALSE,0.08,FALSE,,30/06/2024,v1.0
P002543,C000241,40,F,Single,0,US,High,Whole,126000,183.07,Monthly,06/06/2017,,86,7,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,1,FALSE,0,FALSE,,30/06/2024,v1.0
P002544,C002540,45,M,Divorced,4,US,Mid,Term,142000,74.83,Quarterly,25/08/2015,13/08/2023,97,8,Agent,A1091,FALSE,,TRUE,2,TRUE,TRUE,0,0,TRUE,0.08,TRUE,Price,30/06/2024,v1.0
P002545,C002385,53,F,Married,0,US,High,Whole,149000,160.49,Annual,12/07/2019,,60,5,Online,,TRUE,0.2,TRUE,1,TRUE,FALSE,1,0,TRUE,-0.13,FALSE,,30/06/2024,v1.0
P002546,C002020,30,F,Single,1,US,High,Term,113000,53.96,Quarterly,23/09/2013,,131,10,Employer,,FALSE,,TRUE,1,FALSE,FALSE,0,0,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P002547,C000172,36,U,Single,0,US,Mid,Term,227000,136.2,Monthly,29/08/2019,,58,4,Bank,,TRUE,0.12,FALSE,0,FALSE,FALSE,0,1,FALSE,0.1,FALSE,,30/06/2024,v1.0
P002548,C000671,50,F,Single,0,UK,,Whole,77000,79.94,Monthly,02/07/2021,,36,3,Online,,FALSE,,TRUE,2,TRUE,FALSE,1,1,FALSE,0,FALSE,,30/06/2024,v1.0
P002549,C000163,70,M,Divorced,0,UK,Low,Universal,39000,33.04,Quarterly,09/05/2015,,111,9,Online,,FALSE,,TRUE,5,FALSE,FALSE,0,2,FALSE,0.12,FALSE,,30/06/2024,v1.0
P002550,C000464,43,F,Divorced,1,UK,Mid,Term,77000,51.66,Annual,14/10/2017,,81,6,Agent,A1029,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.05,FALSE,,30/06/2024,v1.0
P002551,C000496,52,M,Single,0,FR,High,Whole,365000,444.92,Monthly,09/06/2017,01/11/2018,17,1,Employer,,FALSE,,TRUE,3,TRUE,FALSE,1,0,FALSE,-0.06,TRUE,Life Event,30/06/2024,v1.0
P002552,C000699,43,F,Single,1,IT,Mid,Term,192000,167.25,Monthly,13/11/2021,,32,2,Employer,,FALSE,,FALSE,0,FALSE,FALSE,1,1,TRUE,0,FALSE,,30/06/2024,v1.0
P002553,C002442,68,F,Married,2,DE,Low,Term,290000,186.47,Annual,01/12/2022,,19,1,Agent,A1052,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.04,FALSE,,30/06/2024,v1.0
P002554,C000702,24,F,Widowed,1,US,Mid,Term,47000,37.32,Monthly,25/09/2021,,33,2,Agent,A1094,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.14,FALSE,,30/06/2024,v1.0
P002555,C001940,46,M,Married,1,ES,Mid,Universal,215000,247.98,Quarterly,24/04/2016,,99,8,Agent,A1047,TRUE,0.2,TRUE,1,FALSE,TRUE,2,1,FALSE,0.09,FALSE,,30/06/2024,v1.0
P002556,C002355,25,F,Married,2,ES,,Term,55000,31.77,Quarterly,10/01/2013,,139,11,Online,,TRUE,0.19,FALSE,0,FALSE,FALSE,0,0,FALSE,0.03,FALSE,,30/06/2024,v1.0
P002557,C001791,18,M,Single,1,DE,Low,Term,70000,50.33,Quarterly,12/07/2010,,170,14,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P002558,C000182,48,M,Married,1,UK,Mid,Whole,85000,103.09,Quarterly,30/05/2019,17/06/2027,98,8,Agent,A1091,TRUE,0.12,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.02,TRUE,Life Event,30/06/2024,v1.0
P002559,C000628,46,F,Single,1,US,Mid,Term,68000,51.3,Monthly,02/02/2011,,163,13,Agent,A1069,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P002560,C002557,41,M,Divorced,2,FR,,Term,953000,873.11,Monthly,06/03/2012,,149,12,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,4,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P002561,C001731,43,U,Married,2,IT,Mid,Term,217000,162.89,Quarterly,15/01/2018,,78,6,Employer,,FALSE,,TRUE,3,FALSE,FALSE,2,2,FALSE,0.04,FALSE,,30/06/2024,v1.0
P002562,C000545,82,M,Divorced,0,DE,High,Universal,41000,33.53,Annual,17/08/2019,,59,4,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,-0.02,FALSE,,30/06/2024,v1.0
P002563,C001587,41,F,Married,1,UK,,Term,50000,33.98,Monthly,20/11/2016,,92,7,Online,,FALSE,,TRUE,3,FALSE,FALSE,0,0,FALSE,0.04,FALSE,,30/06/2024,v1.0
P002564,C000623,51,M,Divorced,1,US,Low,Universal,159000,171.25,Monthly,03/01/2022,,30,2,Agent,A1006,FALSE,,TRUE,3,FALSE,TRUE,1,0,FALSE,0.02,FALSE,,30/06/2024,v1.0
P002565,C000593,37,F,Single,0,US,Low,Term,169000,150.9,Monthly,16/06/2010,,170,14,Agent,A1040,FALSE,,TRUE,3,FALSE,FALSE,0,0,FALSE,0.05,FALSE,,30/06/2024,v1.0
P002566,C000743,48,F,Married,2,DE,Mid,Term,96000,73.41,Quarterly,17/09/2010,,167,13,Online,,TRUE,0.14,TRUE,2,FALSE,FALSE,1,0,FALSE,0.01,FALSE,,30/06/2024,v1.0
P002567,C001768,42,F,Married,1,US,Mid,Universal,489000,562.04,Monthly,17/01/2012,,151,12,Agent,A1089,TRUE,0.1,TRUE,1,FALSE,FALSE,1,1,FALSE,0.06,FALSE,,30/06/2024,v1.0
P002568,C001459,40,M,Single,2,UK,Low,Whole,113000,132.9,Monthly,15/07/2017,,84,7,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,TRUE,0.03,FALSE,,30/06/2024,v1.0
P002569,C001948,66,F,Widowed,0,FR,Mid,Term,287000,207.21,Monthly,08/09/2021,,34,2,Online,,TRUE,0.14,TRUE,5,FALSE,FALSE,0,1,FALSE,0.11,FALSE,,30/06/2024,v1.0
P002570,C002601,59,M,Married,0,US,Mid,Term,265000,122.78,Quarterly,07/07/2023,,11,0,Agent,A1027,FALSE,,FALSE,0,FALSE,FALSE,1,1,TRUE,0.12,FALSE,,30/06/2024,v1.0
P002571,C002068,46,M,Married,0,US,Mid,Term,807000,697.46,Monthly,29/01/2022,,29,2,Online,,FALSE,,TRUE,3,FALSE,FALSE,2,2,FALSE,0.04,FALSE,,30/06/2024,v1.0
P002572,C002601,18,M,Divorced,0,FR,Low,Whole,1164000,1657.01,Monthly,13/09/2016,,94,7,Bank,,TRUE,0.19,TRUE,1,FALSE,FALSE,2,1,FALSE,0.18,FALSE,,30/06/2024,v1.0
P002573,C002444,40,F,Divorced,1,US,High,Whole,341000,628.25,Monthly,09/07/2021,,36,3,Agent,A1071,FALSE,,TRUE,2,FALSE,FALSE,0,0,FALSE,0,FALSE,,30/06/2024,v1.0
P002574,C002672,77,M,Married,2,US,Mid,Term,154000,122.98,Monthly,27/09/2022,,21,1,Employer,,TRUE,0.16,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P002575,C000104,42,F,Widowed,1,DE,Low,Universal,193000,248.26,Monthly,28/12/2014,,115,9,Agent,A1086,TRUE,0.19,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.04,FALSE,,30/06/2024,v1.0
P002576,C002239,58,F,Single,1,FR,Mid,Term,231000,172.45,Quarterly,09/10/2011,,154,12,Online,,TRUE,0.15,FALSE,0,FALSE,FALSE,1,0,FALSE,0.08,FALSE,,30/06/2024,v1.0
P002577,C000016,62,M,Single,1,IT,Low,Term,41000,28.71,Quarterly,10/03/2021,,40,3,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.05,FALSE,,30/06/2024,v1.0
P002578,C000392,47,F,Married,2,UK,Mid,Term,53000,39.63,Quarterly,23/08/2013,,132,11,Bank,,TRUE,0.19,FALSE,0,FALSE,FALSE,0,0,TRUE,0.19,FALSE,,30/06/2024,v1.0
P002579,C000424,34,M,Married,0,US,Low,Universal,297000,350.55,Monthly,13/11/2013,,129,10,Agent,A1041,TRUE,0.09,TRUE,2,FALSE,FALSE,1,0,FALSE,0.01,FALSE,,30/06/2024,v1.0
P002580,C002176,18,F,Married,0,FR,High,Term,390000,300.81,Monthly,19/03/2012,,149,12,Agent,A1069,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0,FALSE,,30/06/2024,v1.0
P002581,C000571,53,M,Single,1,UK,Ultra,Whole,595000,773.73,Quarterly,23/05/2014,,123,10,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,TRUE,0.02,FALSE,,30/06/2024,v1.0
P002582,C002076,35,F,Married,0,UK,Low,Universal,129000,173.36,Monthly,26/09/2017,,82,6,Agent,A1014,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.15,FALSE,,30/06/2024,v1.0
P002583,C001120,47,M,Divorced,2,US,Low,Whole,264000,323.97,Quarterly,20/11/2017,,80,6,Online,,TRUE,0.06,FALSE,0,FALSE,FALSE,1,0,FALSE,0.08,FALSE,,30/06/2024,v1.0
P002584,C000241,30,M,Married,2,US,Low,Whole,152000,192.08,Annual,25/09/2012,,143,11,Agent,A1090,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P002585,C002279,41,M,Widowed,3,US,Mid,Term,544000,495.18,Monthly,21/12/2013,,128,10,Agent,A1018,FALSE,,FALSE,0,FALSE,FALSE,0,0,TRUE,0.17,FALSE,,30/06/2024,v1.0
P002586,C000788,45,M,Married,1,US,Low,Whole,160000,223.56,Monthly,08/03/2018,,76,6,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.13,FALSE,,30/06/2024,v1.0
P002587,C000714,48,M,Single,0,US,High,Term,87000,76.36,Monthly,09/01/2013,,139,11,Agent,A1007,TRUE,0.23,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P002588,C000758,31,M,Single,1,ES,Mid,Universal,134000,105.36,Monthly,14/08/2013,,132,11,Online,,TRUE,0.24,TRUE,1,FALSE,TRUE,0,0,FALSE,0.19,FALSE,,30/06/2024,v1.0
P002589,C002849,59,F,Single,1,US,Mid,Term,114000,67.29,Annual,19/04/2012,,148,12,Agent,A1010,FALSE,,TRUE,3,FALSE,FALSE,2,1,FALSE,0.11,FALSE,,30/06/2024,v1.0
P002590,C000775,37,F,Divorced,1,US,Mid,Term,143000,109.28,Monthly,26/10/2021,,32,2,Agent,A1021,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.02,FALSE,,30/06/2024,v1.0
P002591,C002773,24,F,Single,1,US,High,Term,282000,221.83,Monthly,25/03/2022,,27,2,Employer,,FALSE,,TRUE,1,TRUE,FALSE,1,0,FALSE,-0.09,FALSE,,30/06/2024,v1.0
P002592,C002247,43,F,Single,0,UK,Low,Term,164000,115.68,Annual,14/11/2014,,117,9,Employer,,TRUE,0.16,FALSE,0,FALSE,FALSE,0,1,FALSE,0.06,FALSE,,30/06/2024,v1.0
P002593,C002992,45,F,Divorced,2,IT,Mid,Term,99000,68.6,Monthly,24/01/2010,,175,14,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,1,FALSE,0,FALSE,,30/06/2024,v1.0
P002594,C000078,46,F,Married,2,FR,Mid,Whole,133000,114.53,Annual,05/05/2019,,62,5,Agent,A1020,TRUE,0.1,FALSE,1,FALSE,TRUE,2,1,FALSE,0.14,FALSE,,30/06/2024,v1.0
P002595,C000855,61,F,Single,1,FR,Mid,Universal,103000,113.13,Monthly,01/03/2019,,64,5,Online,,FALSE,,TRUE,2,FALSE,FALSE,2,0,FALSE,-0.05,FALSE,,30/06/2024,v1.0
P002596,C002514,42,M,Single,0,IT,Mid,Whole,54000,48.07,Annual,18/09/2010,,167,13,Bank,,FALSE,,TRUE,0,FALSE,TRUE,1,1,FALSE,0.09,FALSE,,30/06/2024,v1.0
P002597,C002628,43,F,Divorced,1,IT,Low,Term,282000,199,Monthly,17/12/2020,,43,3,Agent,A1007,TRUE,0.12,FALSE,0,FALSE,FALSE,0,2,FALSE,0.16,FALSE,,30/06/2024,v1.0
P002598,C001439,31,M,Divorced,0,US,Mid,Term,231000,143.43,Monthly,07/08/2017,,83,6,Agent,A1005,TRUE,0.12,FALSE,0,FALSE,FALSE,2,2,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P002599,C002987,54,F,Single,2,US,High,Universal,446000,597.74,Monthly,02/08/2022,,23,1,Bank,,FALSE,,TRUE,1,FALSE,FALSE,1,0,TRUE,-0.13,FALSE,,30/06/2024,v1.0
P002600,C002496,47,F,Married,0,US,Low,Term,196000,154.84,Monthly,18/07/2011,,157,13,Online,,FALSE,,TRUE,4,FALSE,FALSE,1,0,FALSE,0,FALSE,,30/06/2024,v1.0
P002601,C002134,39,M,Divorced,2,US,Mid,Whole,73000,89.06,Monthly,22/10/2013,03/05/2023,116,9,Agent,A1086,TRUE,0.17,TRUE,2,TRUE,FALSE,0,0,FALSE,0.03,TRUE,Price,30/06/2024,v1.0
P002602,C002148,22,F,Married,0,DE,Low,Term,167000,112.48,Monthly,05/03/2013,,137,11,Online,,FALSE,,FALSE,0,FALSE,FALSE,3,1,FALSE,0.01,FALSE,,30/06/2024,v1.0
P002603,C001031,62,M,Divorced,2,US,,Universal,171000,158.12,Quarterly,23/01/2019,,66,5,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,0,TRUE,0.05,FALSE,,30/06/2024,v1.0
P002604,C000844,30,M,Married,1,UK,High,Term,252000,216.52,Quarterly,11/01/2024,,5,0,Agent,A1051,TRUE,0.22,TRUE,1,FALSE,FALSE,1,1,FALSE,0.19,FALSE,,30/06/2024,v1.0
P002605,C000086,37,M,Divorced,1,US,Mid,Term,528000,287.14,Quarterly,07/11/2014,,117,9,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.04,FALSE,,30/06/2024,v1.0
P002606,C002090,49,F,Single,1,US,Low,Whole,88000,101.17,Quarterly,03/08/2015,,108,9,Online,,FALSE,,TRUE,2,TRUE,TRUE,0,1,FALSE,-0.04,FALSE,,30/06/2024,v1.0
P002607,C000407,30,F,Single,0,US,Low,Term,223000,176.77,Monthly,22/07/2017,16/04/2024,82,6,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.07,TRUE,Life Event,30/06/2024,v1.0
